1185660.4.peg.1,39.09
1185660.4.peg.2,885.42
1185660.4.peg.3,1414.88
1185660.4.peg.4,1274.33
1185660.4.peg.5,1629.4
1185660.4.peg.6,19.58
1185660.4.peg.7,84.49
1185660.4.peg.8,195.39
1185660.4.peg.9,57.5
1185660.4.peg.10,42.43
1185660.4.peg.11,76.61
1185660.4.peg.12,94.23
1185660.4.peg.13,177.25
1185660.4.peg.14,843.4
1185660.4.peg.15,132.1
1185660.4.peg.16,205.92
1185660.4.peg.17,330.39
1185660.4.peg.18,401.28
1185660.4.peg.19,85.39
1185660.4.peg.20,97.72
1185660.4.peg.21,457.1
1185660.4.peg.22,2161.76
1185660.4.peg.23,34.65
1185660.4.peg.24,34.73
1185660.4.peg.25,162.84
1185660.4.peg.26,17.74
1185660.4.peg.27,24.79
1185660.4.peg.28,84.07
1185660.4.peg.29,287.13
1185660.4.peg.30,67.68
1185660.4.peg.31,87.73
1185660.4.peg.32,288.92
1185660.4.peg.33,1075.89
1185660.4.peg.34,1437.27
1185660.4.peg.35,102.4
1185660.4.peg.36,46.83
1185660.4.peg.37,155.67
1185660.4.peg.38,196.32
1185660.4.peg.39,204.44
1185660.4.peg.40,254.24
1185660.4.peg.41,252.56
1185660.4.peg.42,87.23
1185660.4.peg.43,811.55
1185660.4.peg.45,359.3
1185660.4.peg.46,209.13
1185660.4.peg.47,283.29
1185660.4.peg.48,460.62
1185660.4.peg.49,708.78
1185660.4.peg.50,381.55
1185660.4.peg.51,482.13
1185660.4.peg.52,772.22
1185660.4.peg.53,446.68
1185660.4.peg.54,118.81
1185660.4.peg.55,815.11
1185660.4.peg.56,153.88
1185660.4.peg.57,49.35
1185660.4.peg.58,119.04
1185660.4.peg.59,41.44
1185660.4.peg.60,3778.44
1185660.4.peg.61,207.01
1185660.4.peg.62,253.21
1185660.4.peg.63,645.29
1185660.4.peg.64,184.2
1185660.4.peg.65,71.81
1185660.4.peg.66,356.62
1185660.4.peg.67,31.74
1185660.4.peg.68,20.36
1185660.4.peg.69,45.68
1185660.4.peg.70,76.29
1185660.4.peg.71,84.12
1185660.4.peg.72,51.53
1185660.4.peg.73,325.74
1185660.4.peg.74,109.73
1185660.4.peg.75,178.6
1185660.4.peg.76,164.57
1185660.4.peg.77,68.16
1185660.4.peg.78,36.97
1185660.4.peg.79,4.1
1185660.4.peg.80,25.9
1185660.4.peg.81,84.33
1185660.4.peg.82,88.03
1185660.4.peg.83,461.5
1185660.4.peg.84,180.62
1185660.4.peg.85,1258.13
1185660.4.peg.86,17.42
1185660.4.peg.87,89.98
1185660.4.peg.88,657.72
1185660.4.peg.89,119.78
1185660.4.peg.90,287.96
1185660.4.peg.91,94.86
1185660.4.peg.92,852.98
1185660.4.peg.93,501.27
1185660.4.peg.94,248.92
1185660.4.peg.95,272.93
1185660.4.peg.96,664.61
1185660.4.peg.97,15.81
1185660.4.peg.98,56.77
1185660.4.peg.99,110.49
1185660.4.peg.100,123.55
1185660.4.peg.101,157.73
1185660.4.peg.102,61.89
1185660.4.peg.103,133.48
1185660.4.peg.104,97.98
1185660.4.peg.105,18.04
1185660.4.peg.106,43.67
1185660.4.peg.107,35
1185660.4.peg.108,15.32
1185660.4.peg.109,100.3
1185660.4.peg.110,121.55
1185660.4.peg.111,301.86
1185660.4.peg.112,89.18
1185660.4.peg.113,10.61
1185660.4.peg.114,793.61
1185660.4.peg.115,93.11
1185660.4.peg.116,239.71
1185660.4.peg.117,219.45
1185660.4.peg.118,106.84
1185660.4.peg.119,25.65
1185660.4.peg.120,16.4
1185660.4.peg.121,6.15
1185660.4.peg.122,2.77
1185660.4.peg.123,109.92
1185660.4.peg.124,223.09
1185660.4.peg.125,278.4
1185660.4.peg.126,149.17
1185660.4.peg.127,129.59
1185660.4.peg.128,55.91
1185660.4.peg.129,3265.93
1185660.4.peg.130,1079.42
1185660.4.peg.131,216.98
1185660.4.peg.132,275.95
1185660.4.peg.133,46.7
1185660.4.peg.134,17.5
1185660.4.peg.135,364.86
1185660.4.peg.136,67.09
1185660.4.peg.137,25.97
1185660.4.peg.138,57.3
1185660.4.peg.139,21.09
1185660.4.peg.140,20.41
1185660.4.peg.141,49.24
1185660.4.peg.142,39.51
1185660.4.peg.143,149.29
1185660.4.peg.144,73.61
1185660.4.peg.145,100.76
1185660.4.peg.146,177.03
1185660.4.peg.147,33.73
1185660.4.peg.148,356.8
1185660.4.peg.149,915.36
1185660.4.peg.150,54.46
1185660.4.peg.151,24.14
1185660.4.peg.152,120.2
1185660.4.peg.153,246.98
1185660.4.peg.154,171.7
1185660.4.peg.155,31.82
1185660.4.peg.156,286.87
1185660.4.peg.157,336.54
1185660.4.peg.158,213.66
1185660.4.peg.159,260.03
1185660.4.peg.160,147.36
1185660.4.peg.161,41.58
1185660.4.peg.162,252.46
1185660.4.peg.163,1158.65
1185660.4.peg.164,844.53
1185660.4.peg.165,311.77
1185660.4.peg.166,149.81
1185660.4.peg.167,844.67
1185660.4.peg.168,18.66
1185660.4.peg.169,54.44
1185660.4.peg.170,457.59
1185660.4.peg.171,590.74
1185660.4.peg.172,507.95
1185660.4.peg.173,155.32
1185660.4.peg.174,498.25
1185660.4.peg.175,111.33
1185660.4.peg.176,413.41
1185660.4.peg.177,236.36
1185660.4.peg.178,218.34
1185660.4.peg.179,373.5
1185660.4.peg.180,439.83
1185660.4.peg.181,262.17
1185660.4.peg.182,113.28
1185660.4.peg.183,54.74
1185660.4.peg.184,148.11
1185660.4.peg.185,121.86
1185660.4.peg.186,86.81
1185660.4.peg.187,387.43
1185660.4.peg.188,262.26
1185660.4.peg.189,33.82
1185660.4.peg.190,20.8
1185660.4.peg.191,48.06
1185660.4.peg.192,1004.32
1185660.4.peg.193,240.13
1185660.4.peg.194,320.5
1185660.4.peg.195,396.92
1185660.4.peg.196,136.58
1185660.4.peg.197,76.98
1185660.4.peg.198,81.58
1185660.4.peg.199,97.6
1185660.4.peg.200,129.32
1185660.4.peg.201,126.83
1185660.4.peg.202,210.95
1185660.4.peg.203,2605.07
1185660.4.peg.204,347.33
1185660.4.peg.205,88.22
1185660.4.peg.206,124.39
1185660.4.peg.207,45.49
1185660.4.peg.208,46.25
1185660.4.peg.209,31.67
1185660.4.peg.210,59.63
1185660.4.peg.211,47
1185660.4.peg.212,200.89
1185660.4.peg.213,114.93
1185660.4.peg.214,62.57
1185660.4.peg.215,126.12
1185660.4.peg.216,36.59
1185660.4.peg.217,142.5
1185660.4.peg.218,67.49
1185660.4.peg.219,16597.22
1185660.4.peg.220,159.46
1185660.4.peg.221,66.63
1185660.4.peg.222,26.87
1185660.4.peg.223,714.86
1185660.4.peg.224,311.83
1185660.4.peg.225,280.69
1185660.4.peg.226,112.63
1185660.4.peg.227,76.13
1185660.4.peg.228,278.53
1185660.4.peg.229,252.29
1185660.4.peg.230,196.62
1185660.4.peg.231,70.54
1185660.4.peg.232,65.43
1185660.4.peg.233,54.14
1185660.4.peg.234,18.44
1185660.4.peg.235,97.69
1185660.4.peg.236,37.23
1185660.4.peg.237,96.44
1185660.4.peg.238,149.79
1185660.4.peg.239,28.08
1185660.4.peg.240,34.9
1185660.4.peg.241,30.09
1185660.4.peg.242,12.84
1185660.4.peg.243,11.47
1185660.4.peg.244,479.05
1185660.4.peg.245,94.87
1185660.4.peg.246,55.93
1185660.4.peg.247,377.82
1185660.4.peg.248,12.31
1185660.4.peg.249,5.96
1185660.4.peg.250,114.64
1185660.4.peg.251,376.81
1185660.4.peg.252,25.4
1185660.4.peg.253,35.82
1185660.4.peg.254,310.09
1185660.4.peg.255,368.27
1185660.4.peg.256,411.75
1185660.4.peg.257,80.02
1185660.4.peg.258,392.45
1185660.4.peg.259,132.77
1185660.4.peg.260,110.19
1185660.4.peg.261,25.06
1185660.4.peg.262,28.05
1185660.4.peg.263,31.96
1185660.4.peg.264,208.79
1185660.4.peg.265,43.45
1185660.4.peg.266,416.64
1185660.4.peg.267,81.64
1185660.4.peg.268,18.24
1185660.4.peg.269,42.65
1185660.4.peg.270,23.92
1185660.4.peg.271,752.03
1185660.4.peg.272,141.56
1185660.4.peg.273,369.77
1185660.4.peg.274,276.48
1185660.4.peg.275,46.08
1185660.4.peg.276,1254.01
1185660.4.peg.277,239.91
1185660.4.peg.278,92.56
1185660.4.peg.279,39.99
1185660.4.peg.280,39.03
1185660.4.peg.281,12.66
1185660.4.peg.282,2.28
