ID_corrected	Equa_BiGG_Corrected	Genes	LB	UB
3OAR60	1 h_c + 1 3ohexACP_c + 1 nadph_c <==> 1 3hhexACP_c + 1 nadp_c	(1185660.4.peg.4522 or 1185660.4.peg.1143 or 1185660.4.peg.409 or 1185660.4.peg.401 or 1185660.4.peg.3578 or 1185660.4.peg.3753 or 1185660.4.peg.1112)	-1000	1000
3OAR80	1 3hoctACP_c + 1 nadp_c <==> 1 h_c + 1 3ooctACP_c + 1 nadph_c	(1185660.4.peg.1112 or 1185660.4.peg.3753 or 1185660.4.peg.3578 or 1185660.4.peg.401 or 1185660.4.peg.409 or 1185660.4.peg.1143 or 1185660.4.peg.4522)	-1000	1000
3OAS80	1 co2_c + 1 3ooctACP_c + 1 ACP_c <-- 1 malACP_c + 1 hexACP_c	((1185660.4.peg.1145 and (1185660.4.peg.1140 or 1185660.4.peg.2283)) or 1185660.4.peg.3695)	-1000	0
4ABUTD	1 4abut_c + 2 h_c + 1 nadph_c <-- 1 h2o_c + 1 4abutn_c + 1 nadp_c	(1185660.4.peg.4079 or 1185660.4.peg.911 or 1185660.4.peg.4080 or 1185660.4.peg.4081)	-1000	0
4CMLCL_kt	1 co2_c + 1 5odhf2a_c <-- 1 2c25dho_c + 1 h_c	(1185660.4.peg.800 or 1185660.4.peg.3063)	-1000	0
4HTHRS	1 4hthr_c + 1 pi_c <-- 1 h2o_c + 1 phthr_c	1185660.4.peg.1865	-1000	0
56DH5FLURAAMH	1 h_c + 1 aflburppa_c <==> 1 h2o_c + 1 56dh5flura_c	(1185660.4.peg.3381 or 1185660.4.peg.2831 or 1185660.4.peg.2895 or 1185660.4.peg.2778)	-1000	1000
5FLURAPRT	1 ppi_c + 1 5flurimp_c <==> 1 5flura_c + 1 prpp_c	1185660.4.peg.1060	-1000	1000
5HLTDL	1 co2_c + 1 srtn_c <==> 1 h_c + 1 5htrp_c	1185660.4.peg.850	-1000	1000
5HXKYNDCL	1 co2_c + 1 5hxkynam_c <==> 1 h_c + 1 5hxkyn_c	1185660.4.peg.850	-1000	1000
A5PISO	1 ara5p_c <==> 1 ru5p__D_c	(1185660.4.peg.2694 or 1185660.4.peg.144)	-1000	1000
AACOAR_syn	1 3hbcoa__R_c + 1 nadp_c <==> 1 aacoa_c + 1 h_c + 1 nadph_c	((1185660.4.peg.2053 or 1185660.4.peg.3317) or (1185660.4.peg.3317 or 1185660.4.peg.2053))	-1000	1000
AACOAT	1 ppi_c + 1 aacoa_c + 1 amp_c <-- 1 coa_c + 1 acac_c + 1 atp_c	((1185660.4.peg.1922 or 1185660.4.peg.3392) and Unknown)	-1000	0
AASPh	1 h_c + 1 paps_c + 1 adp_c <==> 1 aps_c + 1 atp_c	1185660.4.peg.3352	-1000	1000
ABUTD	1 nadh_c + 1 4abut_c + 2 h_c <-- 1 h2o_c + 1 4abutn_c + 1 nad_c	((1185660.4.peg.4080 or 1185660.4.peg.911 or 1185660.4.peg.4079 or 1185660.4.peg.4081) or 1185660.4.peg.2630)	-1000	0
ACACT1	1 coa_c + 1 aacoa_c <==> 2 accoa_c	((1185660.4.peg.1581 or 1185660.4.peg.193 or 1185660.4.peg.2235) or (1185660.4.peg.2235 or 1185660.4.peg.709 or 1185660.4.peg.193 or 1185660.4.peg.1581))	-1000	1000
ACACT10m	1 coa_c + 1 2maacoa_c <==> 1 accoa_c + 1 ppcoa_c	(1185660.4.peg.193 or 1185660.4.peg.1581 or 1185660.4.peg.2235)	-1000	1000
ACACT2	1 coa_c + 1 3ohcoa_c <==> 1 accoa_c + 1 btcoa_c	((1185660.4.peg.1581 or 1185660.4.peg.193 or 1185660.4.peg.2235) or (1185660.4.peg.2235 or 1185660.4.peg.709 or 1185660.4.peg.1581 or 1185660.4.peg.193))	-1000	1000
ACACT3	1 coa_c + 1 3oocoa_c <==> 1 accoa_c + 1 hxcoa_c	(1185660.4.peg.2235 or 1185660.4.peg.1581 or 1185660.4.peg.193)	-1000	1000
ACACT4m	1 coa_c + 1 3odcoa_c <==> 1 accoa_c + 1 occoa_c	(1185660.4.peg.193 or 1185660.4.peg.1581 or 1185660.4.peg.2235)	-1000	1000
ACACT5m	1 coa_c + 1 3oddcoa_c <==> 1 accoa_c + 1 dcacoa_c	(1185660.4.peg.2235 or 1185660.4.peg.193 or 1185660.4.peg.1581)	-1000	1000
ACACT6m	1 coa_c + 1 3otdcoa_c <==> 1 accoa_c + 1 ddcacoa_c	(1185660.4.peg.2235 or 1185660.4.peg.1581 or 1185660.4.peg.193)	-1000	1000
ACACT7m	1 coa_c + 1 3ohdcoa_c <==> 1 accoa_c + 1 tdcoa_c	(1185660.4.peg.193 or 1185660.4.peg.1581 or 1185660.4.peg.2235)	-1000	1000
ACALDt	1 acald_e <-- 1 acald_c	Unknown	-1000	0
ACAS_2ahbut	1 2ahbut_c + 1 thmpp_c <==> 1 2obut_c + 1 2ahethmpp_c	((1185660.4.peg.3281 and Unknown) or 1185660.4.peg.3282)	-1000	1000
ACBIPGT	1 agdpcbi_c + 1 ppi_c <==> 1 h_c + 1 gtp_c + 1 adocbip_c	1185660.4.peg.2927	-1000	1000
ACCOAC	1 h_c + 1 malcoa_c + 1 adp_c + 1 pi_c <==> 1 accoa_c + 1 atp_c + 1 hco3_c	1185660.4.peg.3842	-1000	1000
ACCOAC_1	1 accoa_c + 1 cbtnCCP_c --> 1 malcoa_c + 1 btnCCP_c	(1185660.4.peg.1647 and 1185660.4.peg.2620)	0	1000
ACCOAL	1 coa_c + 1 ppa_c + 1 atp_c <==> 1 adp_c + 1 ppcoa_c + 1 pi_c	(Unknown and 1185660.4.peg.4012)	-1000	1000
ACGApts	1 acgam_e + 1 pep_c <==> 1 pyr_c + 1 acgam6p_c	(Unknown and Unknown and (1185660.4.peg.2706 or 1185660.4.peg.2139) and Unknown)	-1000	1000
ACGK	1 acg5p_c + 1 adp_c <-- 1 atp_c + 1 acglu_c	(1185660.4.peg.2004 or 1185660.4.peg.2004)	-1000	0
ACGS	1 coa_c + 1 h_c + 1 acglu_c <-- 1 accoa_c + 1 glu__L_c	(1185660.4.peg.3151 or 1185660.4.peg.2286 or 1185660.4.peg.1448 or 1185660.4.peg.2003 or 1185660.4.peg.4127 or 1185660.4.peg.3346 or 1185660.4.peg.774)	-1000	0
ACOA40OR	1 h_c + 1 btcoa_c + 1 fad_c <-- 1 b2coa_c + 1 fadh2_c	1185660.4.peg.256	-1000	0
ACOAD1	1 nadh_c + 1 h_c + 1 b2coa_c --> 1 btcoa_c + 1 nad_c	(1185660.4.peg.2776 or 1185660.4.peg.1419)	0	1000
ACOAD10m	1 h_c + 1 fad_c + 1 2mbcoa_c <-- 1 fadh2_c + 1 2mb2coa_c	1185660.4.peg.1537	-1000	0
ACOAD2	1 nadh_c + 1 h_c + 1 hx2coa_c --> 1 hxcoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD3	1 nadh_c + 1 h_c + 1 oc2coa_c --> 1 occoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD4	1 nadh_c + 1 h_c + 1 dc2coa_c --> 1 dcacoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD5	1 nadh_c + 1 h_c + 1 dd2coa_c --> 1 ddcacoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD6	1 nadh_c + 1 h_c + 1 td2coa_c --> 1 tdcoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD7	1 nadh_c + 1 h_c + 1 hdd2coa_c --> 1 pmtcoa_c + 1 nad_c	1185660.4.peg.2776	0	1000
ACOAD8m	1 h_c + 1 fad_c + 1 ivcoa_c <-- 1 3mb2coa_c + 1 fadh2_c	1185660.4.peg.256	-1000	0
ACOAD9m	1 h_c + 1 fad_c + 1 ibcoa_c <-- 1 fadh2_c + 1 2mp2coa_c	1185660.4.peg.1537	-1000	0
ACOADH2	2 h2o_c + 2 2mp2coa_c <-- 2 ibcoa_c + 1 o2_c	1185660.4.peg.1419	-1000	0
ACOATA	1 acACP_c + 1 coa_c <==> 1 accoa_c + 1 ACP_c	(1185660.4.peg.1145 and (1185660.4.peg.1140 or 1185660.4.peg.2283))	-1000	1000
ACODA	1 ac_c + 1 orn_c <==> 1 h2o_c + 1 acorn_c	(1185660.4.peg.2005 or 1185660.4.peg.3164)	-1000	1000
ACONTa	1 cit_c <==> 1 h2o_c + 1 acon_C_c	(1185660.4.peg.1925 and 1185660.4.peg.1925)	0	1000
ACONTb	1 h2o_c + 1 acon_C_c <==> 1 icit_c	(1185660.4.peg.1925 and 1185660.4.peg.1925)	0	1000
ACOTA	1 acg5sa_c + 1 glu__L_c <==> 1 akg_c + 1 acorn_c	(1185660.4.peg.2157 or 1185660.4.peg.3257)	-1000	1000
ACPh	1 3pg_c + 1 h_c + 1 pi_c <-- 1 13dpg_c + 1 h2o_c	1185660.4.peg.966	-1000	0
ACPS1	1 coa_c + 1 apoACP_c --> 1 h_c + 1 pap_c + 1 ACP_c	Unknown	0	1000
ACS	1 ppi_c + 1 amp_c + 1 accoa_c <-- 1 coa_c + 1 ac_c + 1 atp_c	1185660.4.peg.4012	-1000	0
ACt4pp	1 ac_p + 1 na1_p <==> 1 ac_c + 1 na1_c	xanmn_chr15_0167	-1000	1000
ACYP_2	1 h_c + 1 ac_c + 1 pi_c <-- 1 actp_c + 1 h2o_c	1185660.4.peg.966	-1000	0
ADA	1 h_c + 1 adn_c + 1 h2o_c --> 1 ins_c + 1 nh4_c	1185660.4.peg.306	0	1000
ADCL	1 4adcho_c --> 1 h_c + 1 pyr_c + 1 4abz_c	1185660.4.peg.4543	0	1000
ADCS	1 4adcho_c + 1 glu__L_c <==> 1 chor_c + 1 gln__L_c	(1185660.4.peg.452 or 1185660.4.peg.452 or 1185660.4.peg.1146)	-1000	1000
ADCYRS	4 h_c + 4 adp_c + 1 adcobhex_c + 4 glu__L_c + 4 pi_c <==> 4 h2o_c + 4 gln__L_c + 4 atp_c + 1 adcobdam_c	1185660.4.peg.2928	-1000	1000
ADECn	1 ppi_c + 1 camp_c <-- 1 atp_c	((1185660.4.peg.247 or 1185660.4.peg.245 or 1185660.4.peg.178) or (1185660.4.peg.178 or 1185660.4.peg.245 or 1185660.4.peg.247))	-1000	0
ADK1	1 amp_c + 1 atp_c <==> 2 adp_c	(1185660.4.peg.3265 or 1185660.4.peg.1793)	-1000	1000
ADK2	1 ppi_c + 1 adp_c <==> 1 amp_c + 1 pppi_c	1185660.4.peg.3265	-1000	1000
ADMDC	1 co2_c + 1 ametam_c <-- 1 amet_c + 1 h_c	1185660.4.peg.457	-1000	0
ADNK1	1 amp_c + 1 h_c + 1 adp_c <==> 1 adn_c + 1 atp_c	1185660.4.peg.4445	-1000	1000
ADNt2	1 h_e + 1 adn_e <==> 1 h_c + 1 adn_c	1185660.4.peg.866	-1000	1000
ADNUC	1 ade_c + 1 rib__D_c <-- 1 adn_c + 1 h2o_c	((1185660.4.peg.305 or 1185660.4.peg.1160 or 1185660.4.peg.3218) or (1185660.4.peg.1888 or 1185660.4.peg.847))	-1000	0
ADOCBIK	1 h_c + 1 adp_c + 1 adocbip_c <==> 1 atp_c + 1 adocbi_c	1185660.4.peg.2927	-1000	1000
ADOCBLS	1 agdpcbi_c + 1 rdmbzi_c <==> 1 gmp_c + 1 h_c + 1 adocbl_c	1185660.4.peg.2916	-1000	1000
ADPRDP	1 amp_c + 1 r5p_c + 2 h_c <-- 1 h2o_c + 1 adprib_c	(1185660.4.peg.941 or 1185660.4.peg.705)	-1000	0
ADPT	1 ppi_c + 1 amp_c <-- 1 ade_c + 1 prpp_c	1185660.4.peg.2042	-1000	0
ADSL1r	1 amp_c + 1 fum_c <-- 1 dcamp_c	(1185660.4.peg.1394 or 1185660.4.peg.1394)	-1000	0
ADSL2r	1 aicar_c + 1 fum_c <==> 1 25aics_c	(1185660.4.peg.1394 or 1185660.4.peg.1394)	-1000	1000
ADSS	1 imp_c + 1 asp__L_c + 1 gtp_c --> 2 h_c + 1 gdp_c + 1 dcamp_c + 1 pi_c	1185660.4.peg.1178	0	1000
AFAT	1 fmn_c + 1 h_c + 1 atp_c --> 1 ppi_c + 1 fad_c	(1185660.4.peg.2974 and 1185660.4.peg.2974)	0	1000
AGDC	1 ac_c + 1 gam6p_c <==> 1 h2o_c + 1 acgam6p_c	1185660.4.peg.747	-1000	1000
AGDI	1 Ncbmpts_c + 1 nh4_c <-- 1 h2o_c + 1 agm_c	1185660.4.peg.2408	-1000	0
AGGPR	1 acg5sa_c + 1 nadp_c + 1 pi_c <-- 1 acg5p_c + 1 h_c + 1 nadph_c	1185660.4.peg.2002	-1000	0
AGMHE	1 adphep_DD_c --> 1 adphep_LD_c	Unknown	0	1000
AGPAT120	1 h_c + 1 1ddecg3p_c + 1 ddcaACP_c --> 1 pa120_c + 1 ACP_c	(1185660.4.peg.502 or 1185660.4.peg.487 or 1185660.4.peg.176)	0	1000
AGPAT140	1 1tdecg3p_c + 1 myrsACP_c --> 1 pa140_c + 1 ACP_c	(1185660.4.peg.487 or 1185660.4.peg.176 or 1185660.4.peg.502)	0	1000
AGPAT141	1 tdeACP_c + 1 1tdec7eg3p_c --> 1 pa141_c + 1 ACP_c	(1185660.4.peg.502 or 1185660.4.peg.487 or 1185660.4.peg.176)	0	1000
AGPAT160	1 pa160_c + 1 ACP_c <-- 1 palmACP_c + 1 1hdecg3p_c	(1185660.4.peg.487 or 1185660.4.peg.176 or 1185660.4.peg.502)	-1000	0
AGPAT161	1 h_c + 1 hdeACP_c + 1 1hdec9eg3p_c --> 1 pa161_c + 1 ACP_c	(1185660.4.peg.487 or 1185660.4.peg.176 or 1185660.4.peg.502)	0	1000
AGPAT180	2 h_c + 1 ocdcaACP_c + 1 1odecg3p_c --> 1 pa180_c + 1 ACP_c	(1185660.4.peg.176 or 1185660.4.peg.487 or 1185660.4.peg.502)	0	1000
AGPAT181	1 octeACP_c + 1 1odec11eg3p_c --> 1 pa181_c + 1 ACP_c	(1185660.4.peg.502 or 1185660.4.peg.176 or 1185660.4.peg.487)	0	1000
AGTi	1 pyr_c + 1 gly_c <-- 1 ala__L_c + 1 glx_c	(1185660.4.peg.295 and 1185660.4.peg.295)	-1000	0
AICART	1 10fthf_c + 1 aicar_c <==> 1 fprica_c + 1 thf_c	(1185660.4.peg.495 and 1185660.4.peg.495)	-1000	1000
AIRCr	1 co2_c + 1 air_c <-- 1 h_c + 1 5aizc_c	((1185660.4.peg.2586 and 1185660.4.peg.2585) or 1185660.4.peg.2585 or 1185660.4.peg.2586)	-1000	0
AKGDH	1 nadh_c + 1 co2_c + 1 succoa_c <==> 1 coa_c + 1 akg_c + 1 nad_c	(1185660.4.peg.1389 or 1185660.4.peg.1386 or (1185660.4.peg.1388 or 1185660.4.peg.1387))	-1000	0
AKGDHe2r	1 dhlam_c + 1 succoa_c <==> 1 coa_c + 1 sdhlam_c	(1185660.4.peg.1388 or 1185660.4.peg.1387)	-1000	1000
AKGt2r	1 akg_e + 1 h_e <==> 1 akg_c + 1 h_c	Unknown	-1000	1000
AKP1	2 h_c + 1 dhnpt_c + 3 pi_c <-- 3 h2o_c + 1 ahdt_c	1185660.4.peg.1832	-1000	0
ALAALAr	2 ala__D_c + 1 atp_c --> 1 h_c + 1 alaala_c + 1 adp_c + 1 pi_c	Unknown	0	1000
ALAR	1 ala__D_c <==> 1 ala__L_c	(1185660.4.peg.3765 or 1185660.4.peg.1846)	-1000	1000
ALCD19	1 nadh_c + 1 h_c + 1 glyald_c <==> 1 glyc_c + 1 nad_c	(1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.2389 or 1185660.4.peg.29 or 1185660.4.peg.180)	-1000	1000
ALCD2ir	1 nadh_c + 1 h_c + 1 acald_c <==> 1 etoh_c + 1 nad_c	((1185660.4.peg.2389 or 1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.180 or 1185660.4.peg.29) or (1185660.4.peg.3115 or 1185660.4.peg.3035 or 1185660.4.peg.2389 or 1185660.4.peg.29 or 1185660.4.peg.180))	-1000	1000
ALDD22x	1 nadh_c + 1 ala_B_c + 2 h_c <==> 1 h2o_c + 1 aproa_c + 1 nad_c	(1185660.4.peg.4080 or 1185660.4.peg.911 or 1185660.4.peg.4079 or 1185660.4.peg.4081)	-1000	1000
ALDD2x	1 nadh_c + 2 h_c + 1 ac_c <-- 1 h2o_c + 1 acald_c + 1 nad_c	(1185660.4.peg.4079 or 1185660.4.peg.4080 or 1185660.4.peg.911 or 1185660.4.peg.4081)	-1000	0
ALDD31	1 nadh_c + 2 h_c + 1 gly_c <-- 1 aacald_c + 1 h2o_c + 1 nad_c	(1185660.4.peg.911 or 1185660.4.peg.4080 or 1185660.4.peg.4079 or 1185660.4.peg.4081)	-1000	0
ALKP	1 h2o_c + 1 dhap_c --> 1 dha_c + 1 pi_c	1185660.4.peg.1832	0	1000
AM6PTh	1 man_c + 1 atp_c <==> 1 h_c + 1 man6p_c + 1 adp_c	1185660.4.peg.1413	-1000	1000
AMAOTr	1 dann_c + 1 amob_c <==> 1 8aonn_c + 1 amet_c	(1185660.4.peg.4342 or 1185660.4.peg.2795)	-1000	1000
AMID	1 4gudbutn_c + 1 nh4_c <-- 1 4gudbd_c + 1 h2o_c	(1185660.4.peg.1978 or 1185660.4.peg.2410)	-1000	0
AMID2	1 pad_c + 1 h2o_c <==> 1 pac_c + 1 nh4_c	(1185660.4.peg.2410 or 1185660.4.peg.1978)	-1000	1000
AMID3	1 iad_c + 1 h2o_c --> 1 ind3ac_c + 1 nh4_c	(1185660.4.peg.1978 or 1185660.4.peg.2410)	0	1000
AMID4	1 ac_c + 1 nh4_c <-- 1 h2o_c + 1 ad_c	(1185660.4.peg.2410 or 1185660.4.peg.1978)	-1000	0
AMID5	1 acryl_c + 1 nh4_c <-- 1 h2o_c + 1 aa_c	(1185660.4.peg.2410 or 1185660.4.peg.1978)	-1000	0
AMMQT8_2	1 amet_c + 1 2dmmq8_c --> 1 ahcys_c + 1 h_c + 1 mqn8_c	1185660.4.peg.668	0	1000
AMPTASECG	1 gly_c + 1 cys__L_c <==> 1 h2o_c + 1 cgly_c	((1185660.4.peg.3572 or 1185660.4.peg.1672) or 1185660.4.peg.3472 or 1185660.4.peg.3347 or 1185660.4.peg.231 or 1185660.4.peg.3858 or 1185660.4.peg.231)	-1000	1000
ANNAT	1 ppi_c + 1 nad_c <==> 1 h_c + 1 nmn_c + 1 atp_c	1185660.4.peg.705	-1000	1000
ANS	1 anth_c + 1 h_c + 1 pyr_c + 1 glu__L_c <-- 1 chor_c + 1 gln__L_c	((1185660.4.peg.449 and 1185660.4.peg.452) or 1185660.4.peg.1153)	-1000	0
ANS2	1 anth_c + 1 h_c + 1 pyr_c + 1 h2o_c <-- 1 chor_c + 1 nh4_c	((1185660.4.peg.452 and 1185660.4.peg.449) or 1185660.4.peg.1153)	-1000	0
AOOA	1 imacp_c + 1 glu__L_c <==> 1 hisp_c + 1 akg_c	(Unknown and 1185660.4.peg.1874)	-1000	1000
AOXHEXCYCL	1 h2o_c + 1 1pipdn2c_c <-- 1 6a2ohxnt_c	Unknown	-1000	0
AOXSr	1 8aonn_c + 1 coa_c + 1 co2_c <-- 1 h_c + 1 ala__L_c + 1 pmcoa_c	1185660.4.peg.1114	-1000	0
APAPTm	1 ptrc_c + 1 ametam_c --> 1 spmd_c + 1 5mta_c + 1 h_c	1185660.4.peg.3804	0	1000
APATr	1 ala_B_c + 1 pyr_c <==> 1 msa_c + 1 ala__L_c	(1185660.4.peg.2124 or 1185660.4.peg.2108)	-1000	1000
APLh	1 alac__S_c + 1 thmpp_c <==> 1 2ahethmpp_c + 1 pyr_c	((Unknown and 1185660.4.peg.3281) or 1185660.4.peg.3282)	-1000	1000
APPAT	1 ppi_c + 1 dpcoa_c <==> 1 h_c + 1 pan4p_c + 1 atp_c	1185660.4.peg.2169	-1000	1000
APRAUR	1 5aprbu_c + 1 nadp_c <==> 1 5apru_c + 1 h_c + 1 nadph_c	(1185660.4.peg.775 or 1185660.4.peg.775)	-1000	1000
APSR	1 hso3_c + 1 trdox_c + 1 amp_c + 2 h_c <-- 1 aps_c + 1 trdrd_c	(Unknown and 1185660.4.peg.3356)	-1000	0
ARBTptspp	1 pyr_c + 1 arbt6p_c <==> 1 arbt_e + 1 pep_c	(Unknown and Unknown and (1185660.4.peg.2139 or 1185660.4.peg.2706) and Unknown and Unknown)	-1000	1000
ARD_1	2 h_c + 1 4met2obut_c + 1 for_c <-- 1 12dmpo_c + 1 o2_c	1185660.4.peg.1884	-1000	0
ARGDC	1 co2_c + 1 agm_c <-- 1 h_c + 1 arg__L_c	1185660.4.peg.3803	-1000	0
ARGN	1 urea_c + 1 orn_c <-- 1 h2o_c + 1 arg__L_c	1185660.4.peg.3883	-1000	0
ARGORNt7	1 arg__L_e + 1 orn_c <==> 1 arg__L_c + 1 orn_e	(1185660.4.peg.4523 or 1185660.4.peg.3296)	-1000	1000
ARGSL	1 argsuc_c <==> 1 arg__L_c + 1 fum_c	1185660.4.peg.2001	-1000	1000
ARGSS	1 ppi_c + 1 amp_c + 1 h_c + 1 argsuc_c <==> 1 citr__L_c + 1 atp_c + 1 asp__L_c	1185660.4.peg.2007	-1000	1000
ASAD	1 4pasp_c + 1 h_c + 1 nadph_c --> 1 aspsa_c + 1 nadp_c + 1 pi_c	(1185660.4.peg.2630 or 1185660.4.peg.2630)	0	1000
ASNN	1 asn__L_c + 1 h2o_c --> 1 asp__L_c + 1 nh4_c	(1185660.4.peg.959 or 1185660.4.peg.2814)	0	1000
ASNS1	1 ppi_c + 1 asn__L_c + 1 amp_c + 1 h_c + 1 glu__L_c <-- 1 h2o_c + 1 gln__L_c + 1 atp_c + 1 asp__L_c	(1185660.4.peg.1339 or 1185660.4.peg.1291)	-1000	0
ASP1DC	1 co2_c + 1 ala_B_c <-- 1 h_c + 1 asp__L_c	1185660.4.peg.1828	-1000	0
ASPATh	1 akg_c + 1 asp__L_c <==> 1 oaa_c + 1 glu__L_c	(1185660.4.peg.3324 or 1185660.4.peg.655)	-1000	1000
ASPCT	1 cbp_c + 1 asp__L_c --> 1 h_c + 1 cbasp_c + 1 pi_c	1185660.4.peg.3128	0	1000
ASPK	1 4pasp_c + 1 adp_c <-- 1 atp_c + 1 asp__L_c	((1185660.4.peg.3122 or 1185660.4.peg.1860) or 1185660.4.peg.2004)	-1000	0
ASPt2_2	2 h_e + 1 asp__L_e <==> 2 h_c + 1 asp__L_c	1185660.4.peg.3301	-1000	1000
ATDAMh	1 dadp_c + 1 adp_c <==> 1 atp_c + 1 damp_c	(1185660.4.peg.3265 or 1185660.4.peg.1793)	-1000	1000
ATDGDm	1 dgtp_c + 1 adp_c <==> 1 atp_c + 1 dgdp_c	1185660.4.peg.2232	-1000	1000
ATGDm	1 gdp_c + 1 atp_c <==> 1 gtp_c + 1 adp_c	1185660.4.peg.2232	-1000	1000
ATPM	1 atp_c + 1 h2o_c --> 1 adp_c + 1 h_c + 1 pi_c	Unknown	0	1000
ATPPRT	1 ppi_c + 1 prbatp_c <-- 1 atp_c + 1 prpp_c	1185660.4.peg.1872	-1000	0
ATPS4r	3 h_e + 1 h_e + 1 adp_c + 1 pi_c <==> 3 h_c + 1 h2o_c + 1 atp_c	(1185660.4.peg.3724 and Unknown and 1185660.4.peg.3721 and 1185660.4.peg.3725 and 1185660.4.peg.3723 and 1185660.4.peg.3722 and Unknown and Unknown and Unknown)	-1000	1000
AUS	1 5aprbu_c + 1 h2o_c --> 1 4r5au_c + 1 pi_c	Unknown	0	1000
BACCL	1 ppi_c + 1 btamp_c --> 1 h_c + 1 btn_c + 1 atp_c	(1185660.4.peg.3996 or 1185660.4.peg.3842)	0	1000
BCTA_glu_h	1 leu__L_c + 1 akg_c <==> 1 4mop_c + 1 glu__L_c	1185660.4.peg.953	-1000	1000
BCTA_val_h	1 val__L_c + 1 akg_c <==> 1 3mob_c + 1 glu__L_c	1185660.4.peg.953	-1000	1000
BDH	1 nadh_c + 1 acac_c + 1 h_c <==> 1 bhb_c + 1 nad_c	1185660.4.peg.2357	-1000	1000
BETALDHx	1 nadh_c + 2 h_c + 1 glyb_c <-- 1 h2o_c + 1 betald_c + 1 nad_c	1185660.4.peg.752	-1000	0
BETALDHy	2 h_c + 1 glyb_c + 1 nadph_c <-- 1 h2o_c + 1 betald_c + 1 nadp_c	1185660.4.peg.752	-1000	0
Biomass	0.003096466851925 fe2_c + 0.184354665339991 pro__L_c + 0.003096466851925 ptrc_c + 0.090831904906845 utp_c + 0.003096466851925 spmd_c + 0.003096466851925 ca2_c + 0.003096466851925 coa_c + 0.079263600073716 his__L_c + 0.375388847540127 leu__L_c + 0.211072732780569 thr__L_c + 0.200830806928348 asn__L_c + 0.003096466851925 zn2_c + 0.003096466851925 pydx5p_c + 0.003096466851925 amet_c + 0.003096466851925 fe3_c + 0.352233189091625 val__L_c + 0.003096466851925 2dmmq8_c + 0.003096466851925 mn2_c + 0.241798510337235 ile__L_c + 0.003096466851925 q8_c + 0.003096466851925 10fthf_c + 0.003096466851925 thmpp_c + 0.003096466851925 ribflv_c + 0.016020671834625 datp_c + 0.509869786991038 gly_c + 35.5403092430435 h2o_c + 0.010648042134188 pe180_c + 0.003096466851925 5mthf_c + 0.025010597710894 dtpcudcpp_c + 0.427934380173264 ala__L_c + 0.003096466851925 fad_c + 0.016020671834625 dgtp_c + 0.016020671834625 dctp_c + 0.219088153012743 gln__L_c + 0.016020671834625 dttp_c + 40.1101757365074 atp_c + 0.200830806928348 asp__L_c + 0.003096466851925 cl_c + 0.025010597710894 colipa_c + 0.003096466851925 mqn8_c + 0.010648042134188 MNXM5124_c + 0.010648042134188 MNXM5129_c + 1 dna_c + 0.135406821203723 gtp_c + 0.179456352975885 ser__L_c + 0.076146492205648 cys__L_c + 0.003096466851925 MNXM57_c + 0.003096466851925 so4_c + 0.003096466851925 nadp_c + 0.010648042134188 MNXM6175_c + 0.127801422590767 met__L_c + 0.010648042134188 MNXM6297_c + 0.003096466851925 cu2_c + 0.084103615654486 ctp_c + 0.010648042134188 MNXM6440_c + 0.003096466851925 mg2_c + 0.246696822701341 arg__L_c + 0.010648042134188 MNXM7294_c + 0.010648042134188 MNXM7305_c + 0.010648042134188 pg180_c + 0.025010597710894 MNXM7630_c + 0.120676604606612 tyr__L_c + 1 protein_c + 0.003096466851925 pheme_c + 0.285438020490179 lys__L_c + 0.003096466851925 thf_c + 1 rna_c + 0.003096466851925 sheme_c + 0.219088153012743 glu__L_c + 0.003096466851925 nad_c + 0.003096466851925 cobalt2_c + 0.003096466851925 adocbl_c + 0.003096466851925 ACP_c + 0.047201919145022 trp__L_c + 0.003096466851925 k_c + 0.154519490031345 phe__L_c --> 1 BIOMASS_c + 0.484600765610933 ppi_c + 0.003096466851925 dmbzid_c + 0.003096466851925 cbi_c + 40.056205209933594 h_c + 0.003096466851925 apoACP_c + 0.025010597710894 MNXM5258_c + 40 adp_c + 39.9969035331481 pi_c	Unknown	0	1000
BPNT	1 amp_c + 1 pi_c <-- 1 h2o_c + 1 pap_c	(1185660.4.peg.2793 or 1185660.4.peg.2792)	-1000	0
BTNC	1 h_c + 1 cbtnCCP_c + 1 adp_c + 1 pi_c <==> 1 atp_c + 1 hco3_c + 1 btnCCP_c	(1185660.4.peg.3996 and 1185660.4.peg.3996 and 1185660.4.peg.513 and 1185660.4.peg.511)	-1000	1000
BTND1	1 h2o_c + 1 biocyt_c <==> 1 btn_c + 1 lys__L_c	1185660.4.peg.2005	-1000	1000
BTS4	1 dtbt_c + 1 amet_c + 1 s_c --> 1 h_c + 1 btn_c + 1 dad_5_c + 1 met__L_c	1185660.4.peg.1115	0	1000
