ID_corrected	Equa_BiGG_Corrected	Genes	LB	UB
CA2t3pp	1 h_e + 1 ca2_c <-- 1 h_c + 1 ca2_e	Unknown	-1000	0
CAT	2 h2o2_c --> 2 h2o_c + 1 o2_c	((1185660.4.peg.3862 or 1185660.4.peg.4194 or 1185660.4.peg.3039 or 1185660.4.peg.4534) or (1185660.4.peg.3039 or 1185660.4.peg.4534 or 1185660.4.peg.3862 or 1185660.4.peg.4194))	0	1000
CBIAT	1 cbi_c + 1 h_c + 1 atp_c <==> 1 pppi_c + 1 adocbi_c	(1185660.4.peg.2929 or 1185660.4.peg.2885)	-1000	1000
CBL1abc	1 h_e + 1 h2o_c + 1 atp_c + 1 cbl1_e --> 2 h_c + 1 adp_c + 1 cbl1_c + 1 pi_c	(Unknown and Unknown and 1185660.4.peg.2932 and Unknown)	0	1000
CBPS	1 cbp_c + 2 h_c + 2 adp_c + 1 glu__L_c + 1 pi_c <-- 1 h2o_c + 1 gln__L_c + 2 atp_c + 1 hco3_c	(1185660.4.peg.1910 and 1185660.4.peg.1908)	-1000	0
CD2t4pp	1 h_e + 1 cd2_c + 1 k_e <==> 1 h_c + 1 cd2_e + 1 k_c	(1185660.4.peg.1542 or 1185660.4.peg.3989 or 1185660.4.peg.4230)	-1000	1000
CDPGLC46DH	1 cdp4dh6doglc_c + 1 h2o_c <-- 1 cdpglc_c	1185660.4.peg.1496	-1000	0
CDPMEK	1 2p4c2me_c + 1 h_c + 1 adp_c <==> 1 4c2me_c + 1 atp_c	1185660.4.peg.977	-1000	1000
CHLt2	1 h_e + 1 chol_e <==> 1 h_c + 1 chol_c	1185660.4.peg.753	-1000	1000
CHOLD	1 nadh_c + 1 h_c + 1 betald_c <==> 1 nad_c + 1 chol_c	(1185660.4.peg.751 or (1185660.4.peg.29 or 1185660.4.peg.180 or 1185660.4.peg.3035 or 1185660.4.peg.3115 or 1185660.4.peg.2389))	-1000	1000
CHORM	1 chor_c --> 1 pphn_c	1185660.4.peg.3719	0	1000
CHORS	1 3psme_c --> 1 chor_c + 1 pi_c	1185660.4.peg.2632	0	1000
CITMCOAHm	1 citmcoa__L_c <==> 1 itaccoa_c + 1 h2o_c	1185660.4.peg.1805	-1000	1000
CITt2r	1 h_e + 1 cit_e <==> 1 h_c + 1 cit_c	1185660.4.peg.3316	-1000	1000
CLtex	1 cl_e <==> 1 cl_c	1185660.4.peg.3569	-1000	1000
CMPA	1 ptrc_c + 1 co2_c + 1 nh4_c <-- 1 Ncbmpts_c + 2 h_c + 1 h2o_c	1185660.4.peg.2410	-1000	0
CMS	1 ppi_c + 1 4c2me_c <==> 1 2me4p_c + 1 h_c + 1 ctp_c	1185660.4.peg.1763	-1000	1000
CO2t	1 co2_e <==> 1 co2_c	Unknown	-1000	1000
COALDDH	1 nadh_c + 2 h_c + 1 fer_c <==> 1 h2o_c + 1 conialdh_c + 1 nad_c	1185660.4.peg.974	-1000	1000
COBALT2tex	1 cobalt2_e <==> 1 cobalt2_c	1185660.4.peg.2098	-1000	1000
CPPPGO	2 co2_c + 2 h2o_c + 1 pppg9_c <==> 2 h_c + 1 cpppg3_c + 1 o2_c	1185660.4.peg.3922	-1000	0
CPS	1 cbp_c + 3 h_c + 2 adp_c + 1 pi_c <==> 1 co2_c + 1 h2o_c + 2 atp_c + 1 nh4_c	1185660.4.peg.1757	-1000	1000
CS	1 coa_c + 1 cit_c + 1 h_c <-- 1 accoa_c + 1 h2o_c + 1 oaa_c	(1185660.4.peg.3216 or 1185660.4.peg.3284)	-1000	0
CSND	1 ura_c + 1 nh4_c <-- 1 h_c + 1 h2o_c + 1 csn_c	1185660.4.peg.664	-1000	0
CTPS1	1 utp_c + 1 atp_c + 1 nh4_c <==> 2 h_c + 1 ctp_c + 1 adp_c + 1 pi_c	(1185660.4.peg.1757 or 1185660.4.peg.2007)	-1000	1000
CTPS2	1 utp_c + 1 h2o_c + 1 gln__L_c + 1 atp_c --> 2 h_c + 1 ctp_c + 1 adp_c + 1 glu__L_c + 1 pi_c	(1185660.4.peg.1757 or 1185660.4.peg.2007)	0	1000
CU2abcpp	1 h_c + 1 cu2_c + 1 adp_c + 1 pi_c <-- 1 h2o_c + 1 atp_c + 1 cu2_e	Unknown	-1000	0
CYARTMT	1 cyart_c + 1 amet_c <==> 1 ahcys_c + 1 h_c + 1 menecyart_c	1185660.4.peg.890	-1000	1000
CYOO2pp	4 h_e + 2 ficytC_c + 1 h2o_c <==> 4 h_c + 2 h_c + 0.5 o2_c + 2 focytC_c	(1185660.4.peg.3680 or 1185660.4.peg.3677)	-1000	0
CYRDAAT	1 h_c + 1 atp_c + 1 co1dam_c <==> 1 pppi_c + 1 adcobdam_c	(1185660.4.peg.2929 or 1185660.4.peg.2885)	-1000	1000
CYS	1 h_c + 1 ser__L_c + 1 h2s_c <==> 1 h2o_c + 1 cys__L_c	(1185660.4.peg.4405 or 1185660.4.peg.3491)	-1000	1000
CYSDS	1 h_c + 1 pyr_c + 1 nh4_c + 1 h2s_c <-- 1 h2o_c + 1 cys__L_c	(1185660.4.peg.4403 or 1185660.4.peg.3490)	-1000	0
CYSS	1 ac_c + 1 cys__L_c <-- 1 acser_c + 1 h2s_c	(1185660.4.peg.3364 or 1185660.4.peg.3699)	-1000	0
CYSS_trdrd	1 hso3_c + 1 trdox_c + 2 h_c + 1 ac_c + 1 cys__L_c <-- 1 tsul_c + 1 acser_c + 1 trdrd_c	(1185660.4.peg.3364 or 1185660.4.peg.3699)	-1000	0
CYTBD2pp	2 h_e + 1 h2o_c + 1 mqn8_c <-- 2 h_c + 1 mql8_c + 0.5 o2_c	(1185660.4.peg.2080 or 1185660.4.peg.2971 or 1185660.4.peg.1992 or 1185660.4.peg.2081 or 1185660.4.peg.2969 or 1185660.4.peg.1993 or 1185660.4.peg.2332 or 1185660.4.peg.2968 or 1185660.4.peg.2970)	-1000	0
CYTBO3	2.5 h_e + 1 q8_c + 1 h2o_c <-- 2.5 h_c + 1 q8h2_c + 0.5 o2_c	(1185660.4.peg.2971 or 1185660.4.peg.2969 or 1185660.4.peg.2968 or 1185660.4.peg.2970 or (1185660.4.peg.1992 and 1185660.4.peg.1993) or (1185660.4.peg.2332 and Unknown and Unknown and Unknown and Unknown) or (Unknown and Unknown and Unknown and 1185660.4.peg.2081 and Unknown and 1185660.4.peg.2080 and Unknown and Unknown and Unknown and Unknown) or (Unknown and Unknown and 1185660.4.peg.1991 and 1185660.4.peg.1990 and Unknown and Unknown))	-1000	0
CYTD	1 h_c + 1 h2o_c + 1 cytd_c --> 1 uri_c + 1 nh4_c	1185660.4.peg.2394	0	1000
CYTDt2	1 h_e + 1 cytd_e <==> 1 h_c + 1 cytd_c	1185660.4.peg.866	-1000	1000
CYTK1	1 cdp_c + 1 adp_c <==> 1 cmp_c + 1 atp_c	1185660.4.peg.2405	-1000	1000
CYTK2	1 dcmp_c + 1 atp_c <==> 1 dcdp_c + 1 adp_c	1185660.4.peg.2405	-1000	1000
DAAD	1 ala__D_c + 1 h_c + 1 h2o_c + 1 fad_c <==> 1 pyr_c + 1 fadh2_c + 1 nh4_c	(1185660.4.peg.3766 or 1185660.4.peg.2660)	-1000	1000
DADA	1 h_c + 1 h2o_c + 1 dad_2_c --> 1 nh4_c + 1 din_c	1185660.4.peg.306	0	1000
DADNt2	1 h_e + 1 dad_2_e <==> 1 h_c + 1 dad_2_c	(Unknown and 1185660.4.peg.866)	-1000	1000
DAGK160	1 pa160_c + 1 h_c + 1 adp_c <==> 1 12dgr160_c + 1 atp_c	1185660.4.peg.885	-1000	1000
DALAt2pp	1 h_e + 1 ala__D_e <==> 1 h_c + 1 ala__D_c	(1185660.4.peg.604 or (Unknown and 1185660.4.peg.604))	-1000	1000
DAPDA	1 n6all26d_c + 1 h2o_c <==> 1 ac_c + 1 26dap_LL_c	(1185660.4.peg.3638 or 1185660.4.peg.3639)	-1000	1000
DAPDC	1 co2_c + 1 lys__L_c <==> 1 h_c + 1 26dap__M_c	1185660.4.peg.3122	-1000	1000
DAPE	1 26dap__M_c <==> 1 26dap_LL_c	1185660.4.peg.659	-1000	1000
DASYN120	1 ppi_c + 1 cdpdddecg_c <==> 1 ctp_c + 1 pa120_c	(1185660.4.peg.503 or 1185660.4.peg.1658)	-1000	1000
DASYN140	1 ppi_c + 1 cdpdtdecg_c <==> 1 h_c + 1 pa140_c + 1 ctp_c	(1185660.4.peg.503 or 1185660.4.peg.1658)	-1000	1000
DASYN141	1 ppi_c + 1 cdpdtdec7eg_c <==> 1 ctp_c + 1 pa141_c	(1185660.4.peg.1658 or 1185660.4.peg.503)	-1000	1000
DASYN160	1 ppi_c + 1 cdpdhdecg_c <==> 1 pa160_c + 1 h_c + 1 ctp_c	(1185660.4.peg.1658 or 1185660.4.peg.503)	-1000	1000
DASYN161	1 ppi_c + 1 cdpdhdec9eg_c <==> 1 ctp_c + 1 pa161_c	(1185660.4.peg.1658 or 1185660.4.peg.503)	-1000	1000
DASYN180	1 ppi_c + 1 cdpdodecg_c <==> 1 h_c + 1 pa180_c + 1 ctp_c	(1185660.4.peg.1658 or 1185660.4.peg.503)	-1000	1000
DASYN181	1 ppi_c + 1 cdpdodec11eg_c <==> 1 ctp_c + 1 pa181_c	(1185660.4.peg.1658 or 1185660.4.peg.503)	-1000	1000
DB4PS	1 ru5p__D_c --> 1 h_c + 1 db4p_c + 1 for_c	((1185660.4.peg.778 or 1185660.4.peg.3586) and (1185660.4.peg.778 or 1185660.4.peg.3586))	0	1000
DBTS	1 dtbt_c + 3 h_c + 1 adp_c + 1 pi_c <-- 1 dann_c + 1 co2_c + 1 atp_c	1185660.4.peg.3688	-1000	0
DCTPD	1 h_c + 1 h2o_c + 1 dctp_c --> 1 dutp_c + 1 nh4_c	1185660.4.peg.2648	0	1000
DCTPD2	1 utp_c + 1 nh4_c <-- 1 h_c + 1 h2o_c + 1 ctp_c	1185660.4.peg.2648	-1000	0
DCYTD	1 h_c + 1 h2o_c + 1 dcyt_c --> 1 duri_c + 1 nh4_c	1185660.4.peg.2394	0	1000
DCYTt2	1 h_e + 1 dcyt_e <==> 1 h_c + 1 dcyt_c	1185660.4.peg.866	-1000	1000
DDGALK	1 2dh3dgal_c + 1 atp_c <==> 1 h_c + 1 adp_c + 1 2dh3dgal6p_c	1185660.4.peg.1803	-1000	1000
DDGLCNt2r	1 h_e + 1 2ddglcn_e <==> 1 h_c + 1 2ddglcn_c	1185660.4.peg.340	-1000	1000
DDGLK	1 h_c + 1 2ddg6p_c + 1 adp_c <==> 1 atp_c + 1 2ddglcn_c	1185660.4.peg.99	-1000	1000
DDPA	1 2dda7p_c + 1 pi_c <-- 1 e4p_c + 1 h2o_c + 1 pep_c	(1185660.4.peg.1030 and 1185660.4.peg.524 and Unknown)	-1000	0
DDPGA	1 pyr_c + 1 glx_c <==> 1 4h2oglt_c	((1185660.4.peg.2340 and 1185660.4.peg.2340) or 1185660.4.peg.2340)	-1000	1000
DDPGALA	1 g3p_c + 1 pyr_c <==> 1 2dh3dgal6p_c	(1185660.4.peg.1806 or 1185660.4.peg.3663)	-1000	1000
DGC3D	1 nadh_c + 1 h_c + 1 3ddgc_c <==> 1 2dglcn_c + 1 nad_c	1185660.4.peg.145	-1000	1000
DGK1	1 atp_c + 1 dgmp_c <==> 1 dgdp_c + 1 adp_c	(1185660.4.peg.3224 or 1185660.4.peg.3224)	-1000	1000
DGSNt2	1 h_e + 1 dgsn_e <==> 1 h_c + 1 dgsn_c	1185660.4.peg.866	-1000	1000
DHAD1	1 23dhmb_c --> 1 3mob_c + 1 h2o_c	1185660.4.peg.392	0	1000
DHCIND	1 nadh_c + 1 dhcinnm_c + 1 h_c <==> 1 cenchddd_c + 1 nad_c	1185660.4.peg.633	-1000	1000
DHFR	1 h_c + 1 dhf_c + 1 nadph_c <==> 1 nadp_c + 1 thf_c	(1185660.4.peg.722 or 1185660.4.peg.892)	-1000	1000
DHFS	1 h_c + 1 dhf_c + 1 adp_c + 1 pi_c <-- 1 atp_c + 1 glu__L_c + 1 dhpt_c	(1185660.4.peg.1057 and 1185660.4.peg.1057)	-1000	0
DHNPA2r	1 gcald_c + 1 6hmhpt_c <==> 1 dhnpt_c	1185660.4.peg.3663	-1000	1000
DHORD2	1 q8h2_c + 1 orot_c <-- 1 q8_c + 1 dhor__S_c	1185660.4.peg.1849	-1000	0
DHORD5	1 mql8_c + 1 orot_c <-- 1 dhor__S_c + 1 mqn8_c	1185660.4.peg.1849	-1000	0
DHORTS	1 h_c + 1 cbasp_c <==> 1 dhor__S_c + 1 h2o_c	(1185660.4.peg.2015 or 1185660.4.peg.1499)	-1000	1000
DHPD	1 h_c + 1 cala_c <-- 1 h2o_c + 1 56dura_c	(1185660.4.peg.3381 or 1185660.4.peg.2778 or 1185660.4.peg.2895 or 1185660.4.peg.2831)	-1000	0
DHPM2	1 3uib_c + 1 h_c <-- 1 h2o_c + 1 56dthm_c	(1185660.4.peg.3381 or 1185660.4.peg.2895 or 1185660.4.peg.2831 or 1185660.4.peg.2778)	-1000	0
DHPPD	1 nadh_c + 1 h_c + 1 dhpppn_c <==> 1 cechddd_c + 1 nad_c	1185660.4.peg.633	-1000	1000
DHPPDA2	1 5apru_c + 1 nh4_c <-- 1 h_c + 1 h2o_c + 1 25drapp_c	(1185660.4.peg.775 and 1185660.4.peg.775)	-1000	0
DHPS2	1 6hmhptpp_c + 1 4abz_c --> 1 ppi_c + 1 dhpt_c	1185660.4.peg.1775	0	1000
DHQS	1 2dda7p_c --> 1 3dhq_c + 1 pi_c	1185660.4.peg.2743	0	1000
DHQTi	1 h2o_c + 1 3dhsk_c <-- 1 3dhq_c	(1185660.4.peg.514 or 1185660.4.peg.4039)	-1000	0
DHRT_ivcoa	1 dhlam_c + 1 ivcoa_c <==> 1 coa_c + 1 3mbdhl_c	1185660.4.peg.412	-1000	1000
DINSt2	1 h_e + 1 din_e <==> 1 h_c + 1 din_c	1185660.4.peg.866	-1000	1000
DLDLBT	1 dmlz_c + 1 h_c + 2 h2o_c + 1 pi_c <==> 1 db4p_c + 1 4r5au_c	1185660.4.peg.779	-1000	1000
DMATT	1 grdp_c + 1 ppi_c <-- 1 dmpp_c + 1 ipdp_c	((1185660.4.peg.2670 or 1185660.4.peg.3117) and Unknown and (1185660.4.peg.3117 or 1185660.4.peg.2670) and (1185660.4.peg.2670 or 1185660.4.peg.3117))	-1000	0
DMORh	1 alac__S_c + 1 h_c + 1 nadph_c <==> 1 23dhmb_c + 1 nadp_c	(1185660.4.peg.3280 or 1185660.4.peg.3280)	-1000	1000
DMPH	1 h2o_c + 1 dgmp_c --> 1 dgsn_c + 1 pi_c	1185660.4.peg.1452	0	1000
DMPPS	1 nadh_c + 1 h_c + 1 h2mb4p_c --> 1 dmpp_c + 1 h2o_c + 1 nad_c	1185660.4.peg.2972	0	1000
DMPPS_syn	1 dmpp_c + 1 h2o_c + 1 nadp_c <-- 1 h_c + 1 h2mb4p_c + 1 nadph_c	1185660.4.peg.2972	-1000	0
DMTPHT	1 phllqne_c + 1 ahcys_c + 1 h_c <-- 1 amet_c + 1 dmtphllqne_c	1185660.4.peg.668	-1000	0
DNGALh	1 ppi_c + 1 amp_c + 1 h_c + 1 glu__L_c + 1 nad_c <-- 1 h2o_c + 1 dnad_c + 1 gln__L_c + 1 atp_c	1185660.4.peg.4569	-1000	0
DPCOAK	1 coa_c + 1 h_c + 1 adp_c <-- 1 atp_c + 1 dpcoa_c	1185660.4.peg.4445	-1000	0
DPR	1 h_c + 1 nadph_c + 1 2dhp_c <==> 1 pant__R_c + 1 nadp_c	(1185660.4.peg.3280 or 1185660.4.peg.4233 or 1185660.4.peg.4233)	-1000	1000
DSERt2	1 h_e + 1 ser__D_e <==> 1 h_c + 1 ser__D_c	1185660.4.peg.604	-1000	1000
DTMPK	1 dtdp_c + 1 adp_c <==> 1 dtmp_c + 1 atp_c	1185660.4.peg.3888	-1000	1000
DURIK1	1 h_c + 1 dump_c + 1 adp_c <==> 1 atp_c + 1 duri_c	1185660.4.peg.4131	-1000	1000
DURIt2	1 h_e + 1 duri_e <==> 1 h_c + 1 duri_c	1185660.4.peg.866	-1000	1000
DUTPDP	1 ppi_c + 1 h_c + 1 dump_c <-- 1 h2o_c + 1 dutp_c	(1185660.4.peg.3789 or 1185660.4.peg.181)	-1000	0
DXPRIi	1 2me4p_c + 1 nadp_c <==> 1 h_c + 1 dxyl5p_c + 1 nadph_c	1185660.4.peg.1657	-1000	1000
DXPS	1 co2_c + 1 dxyl5p_c <-- 1 h_c + 1 g3p_c + 1 pyr_c	1185660.4.peg.2487	-1000	0
E4PD	1 nadh_c + 1 4per_c + 2 h_c <-- 1 e4p_c + 1 h2o_c + 1 nad_c	1185660.4.peg.3376	-1000	0
EAR100y	1 h_c + 1 tdec2eACP_c + 1 nadph_c --> 1 dcaACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
EAR120y	2 h_c + 1 tddec2eACP_c + 1 nadph_c --> 1 ddcaACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
EAR140y	2 h_c + 1 tmrs2eACP_c + 1 nadph_c --> 1 myrsACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
EAR40y	2 h_c + 1 but2eACP_c + 1 nadph_c --> 1 butACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
EAR60y	1 h_c + 1 thex2eACP_c + 1 nadph_c --> 1 hexACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
EAR80y	1 h_c + 1 toct2eACP_c + 1 nadph_c --> 1 ocACP_c + 1 nadp_c	1185660.4.peg.375	0	1000
ECOAH1	1 b2coa_c + 1 h2o_c <==> 1 3hbcoa_c	(1185660.4.peg.912 or 1185660.4.peg.1548 or 1185660.4.peg.1440 or 1185660.4.peg.2234 or 1185660.4.peg.2984)	-1000	1000
ECOAH12	1 h2o_c + 1 2mp2coa_c <==> 1 3hibutcoa_c	(1185660.4.peg.1538 or (1185660.4.peg.912 or 1185660.4.peg.1548 or 1185660.4.peg.1440 or 1185660.4.peg.2234 or 1185660.4.peg.2984))	-1000	1000
ECOAH3	1 h2o_c + 1 oc2coa_c <==> 1 3hocoa_c	(1185660.4.peg.912 or 1185660.4.peg.2984 or 1185660.4.peg.1548 or 1185660.4.peg.1440 or 1185660.4.peg.2234)	-1000	1000
ECOAH4	1 h2o_c + 1 dc2coa_c <==> 1 3hdcoa_c	(1185660.4.peg.912 or 1185660.4.peg.2984 or 1185660.4.peg.1548 or 1185660.4.peg.2234 or 1185660.4.peg.1440)	-1000	1000
ECOAH5	1 h2o_c + 1 dd2coa_c <==> 1 3hddcoa_c	(1185660.4.peg.912 or 1185660.4.peg.1440 or 1185660.4.peg.1548 or 1185660.4.peg.2234 or 1185660.4.peg.2984)	-1000	1000
ECOAH6	1 h2o_c + 1 td2coa_c <==> 1 3htdcoa_c	(1185660.4.peg.912 or 1185660.4.peg.1548 or 1185660.4.peg.1440 or 1185660.4.peg.2234 or 1185660.4.peg.2984)	-1000	1000
ECOAH7	1 h2o_c + 1 hdd2coa_c <==> 1 3hhdcoa_c	(1185660.4.peg.912 or 1185660.4.peg.1548 or 1185660.4.peg.2234 or 1185660.4.peg.1440 or 1185660.4.peg.2984)	-1000	1000
ECOAH9ir	1 h2o_c + 1 2mb2coa_c <==> 1 3hmbcoa_c	((1185660.4.peg.912 or 1185660.4.peg.2984 or 1185660.4.peg.1548 or 1185660.4.peg.1440 or 1185660.4.peg.2234) or 1185660.4.peg.1538)	-1000	1000
EDA	1 g3p_c + 1 pyr_c <-- 1 2ddg6p_c	(1185660.4.peg.2340 and 1185660.4.peg.2340)	-1000	0
EDD	1 h2o_c + 1 2ddg6p_c <-- 1 6pgc_c	1185660.4.peg.2339	-1000	0
EDTXS1	1 kdo2lipid4L_c + 1 ACP_c <-- 1 ddcaACP_c + 1 kdo2lipid4_c	(1185660.4.peg.3583 or 1185660.4.peg.3295)	-1000	0
EDTXS2	1 kdo2lipid4L_c + 1 myrsACP_c --> 1 ACP_c + 1 lipa_c	Unknown	0	1000
ENO	1 2pg_c --> 1 h2o_c + 1 pep_c	1185660.4.peg.1761	0	1000
ETHAAL	1 etha_c --> 1 acald_c + 1 nh4_c	(1185660.4.peg.2019 or 1185660.4.peg.2020 or 1185660.4.peg.1394)	0	1000
ETHAt2pp	1 h_e + 1 etha_e <==> 1 h_c + 1 etha_c	1185660.4.peg.2018	-1000	1000
ETOHti	1 etoh_c <==> 1 etoh_e	Unknown	-1000	1000
EX_2ddglcn_e	1 2ddglcn_e <==>	Unknown	0	1000
EX_4hbz_e	1 4hbz_e <==>	Unknown	-10	1000
EX_ac_e	1 ac_e <==>	Unknown	0	1000
EX_acald_e	1 acald_e -->	Unknown	0	1000
EX_acgam_e	1 acgam_e <==>	Unknown	0	1000
EX_adn_e	1 adn_e <==>	Unknown	0	1000
EX_akg_e	1 akg_e <==>	Unknown	0	1000
EX_ala__D_e	1 ala__D_e <==>	Unknown	0	1000
EX_arab__L_e	1 arab__L_e <==>	Unknown	0	0
EX_arbt_e	1 arbt_e <==>	Unknown	0	1000
EX_arg__L_e	1 arg__L_e <==>	Unknown	-10	1000
EX_ASPt5n_e	1 asp__L_e <==>	Unknown	0	1000
EX_Biomass_e	1 BIOMASS_c <==>	Unknown	0	1000
EX_ca2_e	1 ca2_e <==>	Unknown	-10	1000
EX_cbl1_e	1 cbl1_e <==>	Unknown	0	1000
EX_cd2_e	1 cd2_e <==>	Unknown	0	1000
EX_chol_e	1 chol_e <==>	Unknown	0	1000
EX_cit_e	1 cit_e <==>	Unknown	0	1000
EX_cl_e	1 cl_e <==>	Unknown	-10	1000
EX_co2_e	1 co2_e <==>	Unknown	0	1000
EX_cobalt2_e	1 cobalt2_e <==>	Unknown	-10	1000
EX_cu2_e	1 cu2_e <==>	Unknown	-10	1000
EX_cytd_e	1 cytd_e <==>	Unknown	0	1000
EX_dad_2_e	1 dad_2_e <==>	Unknown	0	1000
EX_dcyt_e	1 dcyt_e <==>	Unknown	0	1000
EX_dgsn_e	1 dgsn_e <==>	Unknown	0	1000
EX_din_e	1 din_e <==>	Unknown	0	1000
EX_DNA_e	1 dna_c <--	(1185660.4.peg.2424 and 1185660.4.peg.1489 and Unknown and 1185660.4.peg.1148 and (1185660.4.peg.4396 or 1185660.4.peg.3601) and 1185660.4.peg.2423 and 1185660.4.peg.1485 and (1185660.4.peg.580 or 1185660.4.peg.4515 or 1185660.4.peg.1475 or 1185660.4.peg.1684 or 1185660.4.peg.3669 or 1185660.4.peg.811) and Unknown and 1185660.4.peg.1754 and Unknown and (1185660.4.peg.1299 or 1185660.4.peg.1300) and Unknown and 1185660.4.peg.88 and (1185660.4.peg.87 or 1185660.4.peg.3168) and 1185660.4.peg.3616 and 1185660.4.peg.2559 and 1185660.4.peg.3977 and 1185660.4.peg.1493 and 1185660.4.peg.90 and (1185660.4.peg.4372 or 1185660.4.peg.3116) and 1185660.4.peg.1127 and (1185660.4.peg.1226 or 1185660.4.peg.1648))	-10	0
EX_duri_e	1 duri_e <==>	Unknown	0	1000
EX_etha_e	1 etha_e <==>	Unknown	0	1000
EX_etoh_e	1 etoh_e <==>	Unknown	0	1000
EX_fe2_e	1 fe2_e <==>	Unknown	-10	1000
EX_fe3_e	1 fe3_e <==>	Unknown	-10	1000
EX_for_e	1 for_e -->	Unknown	0	1000
EX_fru_e	1 fru_e <==>	Unknown	0	0
EX_fum_e	1 fum_e <==>	Unknown	0	1000
EX_galt_e	1 galt_e <==>	Unknown	0	1000
EX_galur_e	1 galur_e <==>	Unknown	0	1000
EX_gam_e	1 gam_e <==>	Unknown	0	1000
EX_glc__D_e	1 glc__D_e <==>	Unknown	-10	1000
EX_glcur_e	1 glcur_e <==>	Unknown	0	1000
EX_gln__L_e	1 gln__L_e <==>	Unknown	0	1000
EX_glu__L_e	1 glu__L_e <==>	Unknown	0	1000
EX_gly_e	1 gly_e <==>	Unknown	0	1000
EX_glyb_e	1 glyb_e <==>	Unknown	0	1000
EX_glyc_e	1 glyc_e <==>	Unknown	0	1000
EX_glycogen_e	1 glycogen_c <==>	Unknown	0	1000
EX_h_e	1 h_e <==>	Unknown	0	1000
EX_h2o_e	1 h2o_e <==>	Unknown	0	1000
EX_hdca_e	1 hdca_e <==>	Unknown	0	1000
EX_hxan_e	1 hxan_e <==>	Unknown	0	1000
EX_ins_e	1 ins_e <==>	Unknown	0	1000
EX_k_e	1 k_e <==>	Unknown	-10	1000
EX_lys__L_e	1 lys__L_e <==>	Unknown	-10	1000
EX_mal__L_e	1 mal__L_e <==>	Unknown	0	0
EX_malt_e	1 malt_e <==>	Unknown	0	0
EX_man_e	1 man_e <==>	Unknown	0	0
EX_met__D_e	1 met__D_e <==>	Unknown	0	1000
EX_met__L_e	1 met__L_e <==>	Unknown	0	1000
EX_metox__R_e	1 metox__R_e <==>	Unknown	0	1000
EX_metsox_S__L_e	1 metsox_S__L_e <==>	Unknown	0	1000
EX_mg2_e	1 mg2_e <==>	Unknown	-10	1000
EX_mn2_e	1 mn2_e <==>	Unknown	-10	1000
EX_mqn7_e	1 mqn7_e <==>	Unknown	-10	1000
EX_na1_e	1 na1_e <==>	Unknown	0	1000
EX_nh4_e	1 nh4_e <==>	Unknown	0	1000
EX_nmn_e	1 nmn_e <==>	Unknown	-10	1000
EX_no2_e	1 no2_e <==>	Unknown	0	1000
EX_no3_e	1 no3_e <==>	Unknown	0	1000
EX_o2_e	1 o2_e <==>	Unknown	-20	1000
EX_ocdca_e	1 ocdca_e <==>	Unknown	-10	1000
EX_orn_e	1 orn_e <==>	Unknown	0	1000
EX_pi_e	1 pi_e <==>	Unknown	-10	1000
EX_ppi_e	1 ppi_e <==>	Unknown	0	1000
EX_pro__L_e	1 pro__L_e <==>	Unknown	0	1000
